"predecessor","predecessorcid","transformation","successor","successorcid","evidencedoi","evidenceref","sourcecomment","sourcecommentfull","datasetref","enzyme","datasetdoi","biosystem","CID_to_CID","IK_to_IK","IKFB_to_IKFB","ReactionSMILES","DescReactionSMILES","predecessorEM","successorEM","MassDiff","XlogPDiff"
"Terbutylazine",22206,"Environmental Transformation","CSCD692760","139597042","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","","10.5281/zenodo.3544760","","22206>>139597042","FZXISNSWEXTPMF-UHFFFAOYSA-N>>SDFNUIRNRULFGI-UHFFFAOYSA-N","FZXISNSWEXTPMF>>SDFNUIRNRULFGI","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>>CC1(C(N2C(=NC(=O)NC2=O)N1)O)C","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>[Environmental Transformation]>CC1(C(N2C(=NC(=O)NC2=O)N1)O)C CID: 22206 to CID: 139597042","229.1094232","198.07529019","-31.03413301","-4.1"
"Terbutylazine",22206,"Environmental Transformation","GS31398","181486","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","","10.5281/zenodo.3544760","","22206>>181486","FZXISNSWEXTPMF-UHFFFAOYSA-N>>WYIJTMNAAMADHT-UHFFFAOYSA-N","FZXISNSWEXTPMF>>WYIJTMNAAMADHT","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>>CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C(=O)O","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>[Environmental Transformation]>CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C(=O)O CID: 22206 to CID: 181486","229.1094232","259.0836024","29.9741792","-1"
"Terbutylazine",22206,"Environmental Transformation","MT1, GS 26379","108201","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","","10.5281/zenodo.3544760","","22206>>108201","FZXISNSWEXTPMF-UHFFFAOYSA-N>>LMKQNTMFZLAJDV-UHFFFAOYSA-N","FZXISNSWEXTPMF>>LMKQNTMFZLAJDV","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>>CC(C)(C)NC1=NC(=NC(=N1)N)Cl","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>[Environmental Transformation]>CC(C)(C)NC1=NC(=NC(=N1)N)Cl CID: 22206 to CID: 108201","229.1094232","201.0781231","-28.0313001","-1.1"
"Terbutylazine",22206,"Environmental Transformation","MT13, GS 23158","135495928","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","","10.5281/zenodo.3544760","","22206>>135495928","FZXISNSWEXTPMF-UHFFFAOYSA-N>>OYTCZOJKXCTBHG-UHFFFAOYSA-N","FZXISNSWEXTPMF>>OYTCZOJKXCTBHG","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>>CCNC1=NC(=O)NC(=N1)NC(C)(C)C","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>[Environmental Transformation]>CCNC1=NC(=O)NC(=N1)NC(C)(C)C CID: 22206 to CID: 135495928","229.1094232","211.14331018","-17.96611302","-2.8"
"Terbutylazine",22206,"Environmental Transformation","Terbutylazine metabolite MT14","135612794","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","","10.5281/zenodo.3544760","","22206>>135612794","FZXISNSWEXTPMF-UHFFFAOYSA-N>>NUISVCFZNCYUIM-UHFFFAOYSA-N","FZXISNSWEXTPMF>>NUISVCFZNCYUIM","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>>CC(C)(C)NC1=NC(=O)NC(=N1)N","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>[Environmental Transformation]>CC(C)(C)NC1=NC(=O)NC(=N1)N CID: 22206 to CID: 135612794","229.1094232","183.11201006","-45.99741314","-3.5"
"Terbutylazine",22206,"Environmental Transformation","Terbutylazine metabolite MT23","582098","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","","10.5281/zenodo.3544760","","22206>>582098","FZXISNSWEXTPMF-UHFFFAOYSA-N>>RMGNIWIYFYKTDC-UHFFFAOYSA-N","FZXISNSWEXTPMF>>RMGNIWIYFYKTDC","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>>CC(C)(C)NC1=NC(=O)NC(=O)N1","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>[Environmental Transformation]>CC(C)(C)NC1=NC(=O)NC(=O)N1 CID: 22206 to CID: 582098","229.1094232","184.09602564","-45.01339756","-3.2"
"Terbutylazine",22206,"Environmental Transformation","Terbutylazine metabolite MT24","12584","10.1016/j.watres.2019.114972","New relevant pesticide transformation products in groundwater detected using target and suspect screening for agricultural and urban micropollutants with LC-HRMS, Water Research, Volume 165, 2019, 114972.","Eawag-Soil","www.envipath.org/package; Latino, D.A., Wicker, J., Gutlein, M., Schmid, E., Kramer, S. and Fenner, K., 2017. Eawag-Soil in enviPath: a new resource for exploring regulatory pesticide soil biodegradation pathways and half-life data. Environmental Science Processes and Impacts 19, 449-464.","S60 | SWISSPEST19 | Swiss Pesticides and Metabolites from Kiefer et al 2019 | Swiss Pesticides and Metabolites from Kiefer et al 2019.","","10.5281/zenodo.3544760","","22206>>12584","FZXISNSWEXTPMF-UHFFFAOYSA-N>>YSKUZVBSHIWEFK-UHFFFAOYSA-N","FZXISNSWEXTPMF>>YSKUZVBSHIWEFK","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>>C1(=NC(=O)NC(=O)N1)N","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>[Environmental Transformation]>C1(=NC(=O)NC(=O)N1)N CID: 22206 to CID: 12584","229.1094232","128.03342538","-101.07599782","-4.6"
"Terbutylazine",22206,"Multiple","Terbutylazine-desethyl-2-hydroxy","135612794","10.1007/s13361-017-1797-6","Schollee et al, Similarity of High-Resolution Tandem Mass Spectrometry Spectra of Structurally Related Micropollutants and Transformation Products, J. Am. Soc. Mass Spectrom. 2017, 28, 12, 2692-2704.","Eawag","Eawag: Swiss Federal Institute for Aquatic Science and Technology (https://www.eawag.ch/en/)","S66 | EAWAGTPS | Parent-Transformation Product Pairs from Eawag | Parent-Transformation Product Pairs from Schollee et al 2017, Eawag.","","10.5281/zenodo.3754449","","22206>>135612794","FZXISNSWEXTPMF-UHFFFAOYSA-N>>NUISVCFZNCYUIM-UHFFFAOYSA-N","FZXISNSWEXTPMF>>NUISVCFZNCYUIM","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>>CC(C)(C)NC1=NC(=O)NC(=N1)N","CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C>[Multiple]>CC(C)(C)NC1=NC(=O)NC(=N1)N CID: 22206 to CID: 135612794","229.1094232","183.11201006","-45.99741314","-3.5"
"Terbutylazine-2-hydroxy",135495928,"Deethylation","Terbutylazine-desethyl-2-hydroxy","135612794","10.1007/s13361-017-1797-6","Schollee et al, Similarity of High-Resolution Tandem Mass Spectrometry Spectra of Structurally Related Micropollutants and Transformation Products, J. Am. Soc. Mass Spectrom. 2017, 28, 12, 2692-2704.","Eawag","Eawag: Swiss Federal Institute for Aquatic Science and Technology (https://www.eawag.ch/en/)","S66 | EAWAGTPS | Parent-Transformation Product Pairs from Eawag | Parent-Transformation Product Pairs from Schollee et al 2017, Eawag.","","10.5281/zenodo.3754449","","135495928>>135612794","OYTCZOJKXCTBHG-UHFFFAOYSA-N>>NUISVCFZNCYUIM-UHFFFAOYSA-N","OYTCZOJKXCTBHG>>NUISVCFZNCYUIM","CCNC1=NC(=O)NC(=N1)NC(C)(C)C>>CC(C)(C)NC1=NC(=O)NC(=N1)N","CCNC1=NC(=O)NC(=N1)NC(C)(C)C>[Deethylation]>CC(C)(C)NC1=NC(=O)NC(=N1)N CID: 135495928 to CID: 135612794","211.14331018","183.11201006","-28.03130012","-0.7"
"Terbutylazine-desethyl",108201,"Dehalogenation","Terbutylazine-desethyl-2-hydroxy","135612794","10.1007/s13361-017-1797-6","Schollee et al, Similarity of High-Resolution Tandem Mass Spectrometry Spectra of Structurally Related Micropollutants and Transformation Products, J. Am. Soc. Mass Spectrom. 2017, 28, 12, 2692-2704.","Eawag","Eawag: Swiss Federal Institute for Aquatic Science and Technology (https://www.eawag.ch/en/)","S66 | EAWAGTPS | Parent-Transformation Product Pairs from Eawag | Parent-Transformation Product Pairs from Schollee et al 2017, Eawag.","","10.5281/zenodo.3754449","","108201>>135612794","LMKQNTMFZLAJDV-UHFFFAOYSA-N>>NUISVCFZNCYUIM-UHFFFAOYSA-N","LMKQNTMFZLAJDV>>NUISVCFZNCYUIM","CC(C)(C)NC1=NC(=NC(=N1)N)Cl>>CC(C)(C)NC1=NC(=O)NC(=N1)N","CC(C)(C)NC1=NC(=NC(=N1)N)Cl>[Dehalogenation]>CC(C)(C)NC1=NC(=O)NC(=N1)N CID: 108201 to CID: 135612794","201.0781231","183.11201006","-17.96611304","-2.4"
"Terephthalate",154269,"Eawag-BBD","Benzoate","242","","Kleerebezem R, Hulshoff Pol LW, Lettinga G. Appl Environ Microbiol (1999) 65(3): 1161-7","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","154269>>242","KKEYFWRCBNTPAC-UHFFFAOYSA-L>>WPYMKLBDIGXBTP-UHFFFAOYSA-M","KKEYFWRCBNTPAC>>WPYMKLBDIGXBTP","C1=CC(=CC=C1C(=O)[O-])C(=O)[O-]>>C1=CC=C(C=C1)C(=O)[O-]","C1=CC(=CC=C1C(=O)[O-])C(=O)[O-]>[Eawag-BBD]>C1=CC=C(C=C1)C(=O)[O-] CID: 154269 to CID: 242","164.0109586","121.028954398","-42.982004202","-0.8"
"Terephthalate",154269,"Eawag-BBD","Terephthalate-1,2-cis-dihydrodiol","9543092","","Wang YZ, Zhou Y, Zylstra GJ. Environ Health Perspect (1995) 103 Suppl 5: 9-12","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","154269>>9543092","KKEYFWRCBNTPAC-UHFFFAOYSA-L>>UKFMEOHAOCKDOL-YLWLKBPMSA-L","KKEYFWRCBNTPAC>>UKFMEOHAOCKDOL","C1=CC(=CC=C1C(=O)[O-])C(=O)[O-]>>C1=C[C@@]([C@H](C=C1C(=O)[O-])O)(C(=O)[O-])O","C1=CC(=CC=C1C(=O)[O-])C(=O)[O-]>[Eawag-BBD]>C1=C[C@@]([C@H](C=C1C(=O)[O-])O)(C(=O)[O-])O CID: 154269 to CID: 9543092","164.0109586","198.01643791","34.00547931","-2.7"
"Terephthalate-1,2-cis-dihydrodiol",9543092,"Eawag-BBD","3,4-Dihydroxybenzoate","54675866","","Wang YZ, Zhou Y, Zylstra GJ. Environ Health Perspect (1995) 103 Suppl 5: 9-12","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","9543092>>54675866","UKFMEOHAOCKDOL-YLWLKBPMSA-L>>YQUVCSBJEUQKSH-UHFFFAOYSA-M","UKFMEOHAOCKDOL>>YQUVCSBJEUQKSH","C1=C[C@@]([C@H](C=C1C(=O)[O-])O)(C(=O)[O-])O>>C1=CC(=C(C=C1C(=O)O)O)[O-]","C1=C[C@@]([C@H](C=C1C(=O)[O-])O)(C(=O)[O-])O>[Eawag-BBD]>C1=CC(=C(C=C1C(=O)O)O)[O-] CID: 9543092 to CID: 54675866","198.01643791","153.01878364","-44.99765427","1.2"
"terfenadine",6604035,"Aliphatic Hydroxylation / Human Phase I","hydroxyterfenadine","9805485","10.1186/s13321-018-0324-5","PMID:9733666","MetXBioDB | SourceID: BIOTID00387","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2D6; CYP3A4","10.5281/zenodo.4056560","Human","6604035>>9805485","GUGOEEXESWIERI-PMERELPUSA-N>>ZIQKFOOBIMENJF-UHFFFAOYSA-N","GUGOEEXESWIERI>>ZIQKFOOBIMENJF","CC(C)(C)C1=CC=C(C=C1)[C@H](CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O>>CC(C)(CO)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O","CC(C)(C)C1=CC=C(C=C1)[C@H](CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O>[Aliphatic Hydroxylation / Human Phase I]>CC(C)(CO)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O CID: 6604035 to CID: 9805485","471.313729551","487.30864417","15.994914619","-1.3"
"terfenadine",6604035,"N-Dealkylation / Human Phase I","azacyclonol","15723","10.1186/s13321-018-0324-5","PMID:9733666","MetXBioDB | SourceID: BIOTID00388","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4","10.5281/zenodo.4056560","Human","6604035>>15723","GUGOEEXESWIERI-PMERELPUSA-N>>ZMISODWVFHHWNR-UHFFFAOYSA-N","GUGOEEXESWIERI>>ZMISODWVFHHWNR","CC(C)(C)C1=CC=C(C=C1)[C@H](CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O>>C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O","CC(C)(C)C1=CC=C(C=C1)[C@H](CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O>[N-Dealkylation / Human Phase I]>C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O CID: 6604035 to CID: 15723","471.313729551","267.162314293","-204.151415258","-3.7"
"territrem a",44559227,"Aliphatic Hydroxylation / Human Phase I","1,7-dihydroxy-6-(hydroxymethyl)-14-(7-methoxy-1,3-benzodioxol-5-yl)-2,6,10-trimethyl-11,15-dioxatetracyclo[8.8.0.02,7.012,17]octadeca-4,12(17),13-triene-3,16-dione","154699562","10.1186/s13321-018-0324-5","PMID:12851121","MetXBioDB | SourceID: BIOTID00995","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C9; CYP2D6; CYP3A4","10.5281/zenodo.4056560","Human","44559227>>154699562","LCJHAHVVYAVVPA-JUDWXZBOSA-N>>DNMPMGBSBIYLIH-UHFFFAOYSA-N","LCJHAHVVYAVVPA>>DNMPMGBSBIYLIH","C[C@@]12CC[C@@]3([C@@]([C@]1(CC4=C(O2)C=C(OC4=O)C5=CC6=C(C(=C5)OC)OCO6)O)(C(=O)C=CC3(C)C)C)O>>CC12CCC3(C(C=CC(=O)C3(C1(CC4=C(O2)C=C(OC4=O)C5=CC6=C(C(=C5)OC)OCO6)O)C)(C)CO)O","C[C@@]12CC[C@@]3([C@@]([C@]1(CC4=C(O2)C=C(OC4=O)C5=CC6=C(C(=C5)OC)OCO6)O)(C(=O)C=CC3(C)C)C)O>[Aliphatic Hydroxylation / Human Phase I]>CC12CCC3(C(C=CC(=O)C3(C1(CC4=C(O2)C=C(OC4=O)C5=CC6=C(C(=C5)OC)OCO6)O)C)(C)CO)O CID: 44559227 to CID: 154699562","510.18898253","526.18389715","15.99491462","-0.7"
"tert-amyl methyl ether",61247,"O-desmethylation / Human Phase I","tert-amyl alcohol","6405","10.1186/s13321-018-0324-5","PMID:9101044","MetXBioDB | SourceID: BIOTID00996","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2A6; CYP2E1","10.5281/zenodo.4056560","Human","61247>>6405","HVZJRWJGKQPSFL-UHFFFAOYSA-N>>MSXVEPNJUHWQHW-UHFFFAOYSA-N","HVZJRWJGKQPSFL>>MSXVEPNJUHWQHW","CCC(C)(C)OC>>CCC(C)(C)O","CCC(C)(C)OC>[O-desmethylation / Human Phase I]>CCC(C)(C)O CID: 61247 to CID: 6405","102.104465066","88.088815002","-14.015650064","-0.7"
"tert-butanol",6386,"Alkyl-OH glucuronidation / Human Phase II","(2S,3S,4S,5R)-3,4,5-Trihydroxy-6-[(2-methylpropan-2-yl)oxy]oxane-2-carboxylic acid","53831690","10.1186/s13321-018-0324-5","PMID:24887323|https://ofmpub.epa.gov/eims/eimscomm.getfile?p_download_id=528031","MetXBioDB | SourceID: BIOTID01717","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT","10.5281/zenodo.4056560","Human","6386>>53831690","DKGAVHZHDRPRBM-UHFFFAOYSA-N>>GCXCPPYOGCFUST-UBQDNYDRSA-N","DKGAVHZHDRPRBM>>GCXCPPYOGCFUST","CC(C)(C)O>>CC(C)(C)OC1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O","CC(C)(C)O>[Alkyl-OH glucuronidation / Human Phase II]>CC(C)(C)OC1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O CID: 6386 to CID: 53831690","74.073164938","250.10525291","176.032087972","-1.3"
"tert-butanol",6386,"O-sulfation / Human Phase II","Tert-butyl hydrogen sulfate","10005178","10.1186/s13321-018-0324-5","PMID:24887323|https://ofmpub.epa.gov/eims/eimscomm.getfile?p_download_id=528031","MetXBioDB | SourceID: BIOTID01718","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","SULT","10.5281/zenodo.4056560","Human","6386>>10005178","DKGAVHZHDRPRBM-UHFFFAOYSA-N>>FVBHYZVVSXFCOO-UHFFFAOYSA-N","DKGAVHZHDRPRBM>>FVBHYZVVSXFCOO","CC(C)(C)O>>CC(C)(C)OS(=O)(=O)O","CC(C)(C)O>[O-sulfation / Human Phase II]>CC(C)(C)OS(=O)(=O)O CID: 6386 to CID: 10005178","74.073164938","154.02997997","79.956815032","-0.4"
"tert-Butyl-4-hydroxyanisole",8456,"Cross-coupling with 6PPD","BHA-C_ortho-C'_para-6PPD","172643732","10.5281/zenodo.4318838","Shiyang Cheng, Lingmin Jin, Juchen Ma, Shun Liu, Sam P. de Visser, Emma L. Schymanski, and Li Ji (2025). Discovery of a Widespread Metabolic Mechanism in Co-Exposure to Mixtures of Phenol and Arylamine Pollutants","10.5281/zenodo.4318838","Shiyang Cheng, Lingmin Jin, Juchen Ma, Shun Liu, Sam P. de Visser, Emma L. Schymanski, and Li Ji (2025). Discovery of a Widespread Metabolic Mechanism in Co-Exposure to Mixtures of Phenol and Arylamine Pollutants","S74 | REFTPS | Transformation Products and Reactions from Literature","CYP3A4","10.5281/zenodo.4318838","human liver microsomes","8456>>172643732","MRBKEAMVRSLQPH-UHFFFAOYSA-N>>HJGBJGUUFRRATC-UHFFFAOYSA-N","MRBKEAMVRSLQPH>>HJGBJGUUFRRATC","CC(C)(C)C1=C(C=CC(=C1)OC)O>>CC(C)CC(C)NC1=CC=C(C=C1)NC2=CC=C(C=C2)C3=C(C(=CC(=C3)OC)C(C)(C)C)O","CC(C)(C)C1=C(C=CC(=C1)OC)O>[Cross-coupling with 6PPD]>CC(C)CC(C)NC1=CC=C(C=C1)NC2=CC=C(C=C2)C3=C(C(=CC(=C3)OC)C(C)(C)C)O CID: 8456 to CID: 172643732","180.115029749","446.293328459","266.17829871","5.3"
"tert-Butyl alcohol",6386,"Eawag-BBD","2-Methyl-2-hydroxy-1-propanol","68410","","Steffan RJ, McClay K, Vainberg S, Condee CW, Zhang D. Appl Environ Microbiol (1997) 63(11): 4216-22","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","6386>>68410","DKGAVHZHDRPRBM-UHFFFAOYSA-N>>BTVWZWFKMIUSGS-UHFFFAOYSA-N","DKGAVHZHDRPRBM>>BTVWZWFKMIUSGS","CC(C)(C)O>>CC(C)(CO)O","CC(C)(C)O>[Eawag-BBD]>CC(C)(CO)O CID: 6386 to CID: 68410","74.073164938","90.068079557","15.994914619","-1"
"tert-butyl ethyl ether (ETBE)",12512,"O-desmethylation / Human Phase I","tert-butanol","6386","10.1186/s13321-018-0324-5","PMID:9101044","MetXBioDB | SourceID: BIOTID00997","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2A6; CYP2E1","10.5281/zenodo.4056560","Human","12512>>6386","NUMQCACRALPSHD-UHFFFAOYSA-N>>DKGAVHZHDRPRBM-UHFFFAOYSA-N","NUMQCACRALPSHD>>DKGAVHZHDRPRBM","CCOC(C)(C)C>>CC(C)(C)O","CCOC(C)(C)C>[O-desmethylation / Human Phase I]>CC(C)(C)O CID: 12512 to CID: 6386","102.104465066","74.073164938","-28.031300128","-0.9"
"tert-Butyl formate",61207,"Eawag-BBD","Formate","283","","Smith CA, O'Reilly KT, Hyman MR. Appl Environ Microbiol (2003) 69(2): 796-804","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","61207>>283","RUPAXCPQAAOIPB-UHFFFAOYSA-N>>BDAGIHXWWSANSR-UHFFFAOYSA-M","RUPAXCPQAAOIPB>>BDAGIHXWWSANSR","CC(C)(C)OC=O>>C(=O)[O-]","CC(C)(C)OC=O>[Eawag-BBD]>C(=O)[O-] CID: 61207 to CID: 283","102.068079557","44.99765427","-57.070425287","-0.6"
"tert-Butyl formate",61207,"Eawag-BBD","tert-Butyl alcohol","6386","","Smith CA, O'Reilly KT, Hyman MR. Appl Environ Microbiol (2003) 69(2): 796-804","","","S121 | EAWAGBBD | Curated Transformation Reactions from Eawag-BBD","","10.5281/zenodo.14396807","","61207>>6386","RUPAXCPQAAOIPB-UHFFFAOYSA-N>>DKGAVHZHDRPRBM-UHFFFAOYSA-N","RUPAXCPQAAOIPB>>DKGAVHZHDRPRBM","CC(C)(C)OC=O>>CC(C)(C)O","CC(C)(C)OC=O>[Eawag-BBD]>CC(C)(C)O CID: 61207 to CID: 6386","102.068079557","74.073164938","-27.994914619","-0.6"
"tert-butyl methyl ether",15413,"O-desmethylation / Human Phase I","tert-butanol","6386","10.1186/s13321-018-0324-5","PMID:9101044","MetXBioDB | SourceID: BIOTID00998","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2A6; CYP2E1","10.5281/zenodo.4056560","Human","15413>>6386","BZLVMXJERCGZMT-UHFFFAOYSA-N>>DKGAVHZHDRPRBM-UHFFFAOYSA-N","BZLVMXJERCGZMT>>DKGAVHZHDRPRBM","CC(C)(C)OC>>CC(C)(C)O","CC(C)(C)OC>[O-desmethylation / Human Phase I]>CC(C)(C)O CID: 15413 to CID: 6386","88.088815002","74.073164938","-14.015650064","-0.4"
